year,jn_code,hybrid_oa_articles,articles,journal_title,e_issn,oa_mode
2018,COGS,13,111,Cognitive Science - A Multidisciplinary Journal,1551-6709,hybrid oa
2018,COL,3,143,Color Research and Application,1520-6378,hybrid oa
2018,CORG,2,38,Corporate Governance: An International Review,1467-8683,hybrid oa
2018,COTE,4,57,Coloration Technology,1478-4408,hybrid oa
2018,CPA,2,63,Communications on Pure and Applied Mathematics,1097-0312,hybrid oa
2018,CPDD,30,115,Clinical Pharmacology in Drug Development,2160-7648,hybrid oa
2018,CPE,6,609,Concurrency and Computation: Practice and Experience,1532-0634,hybrid oa
2018,CPF,6,63,Clinical Physiology and Functional Imaging,1475-097X,hybrid oa
2018,CPHC,23,506,ChemPhysChem,1439-7641,hybrid oa
2018,CPLU,2,178,ChemPlusChem,2192-6506,hybrid oa
2018,CPP,5,76,Clinical Psychology & Psychotherapy,1099-0879,hybrid oa
2018,CPSP,2,48,Clinical Psychology: Science and Practice,1468-2850,hybrid oa
2018,CPT,52,325,Clinical Pharmacology & Therapeutics,1532-6535,hybrid oa
2018,CPTC,3,158,ChemPhotoChem,2367-0932,hybrid oa
2018,CRIM,3,31,Criminology,1745-9125,hybrid oa
2018,CRJ,2,127,The Clinical Respiratory Journal,1752-699X,hybrid oa
2018,CRQ,1,34,Conflict Resolution Quarterly,1541-1508,hybrid oa
2018,CSR,4,140,Corporate Social Responsibility and EnvironmentalManagement,1535-3966,hybrid oa
2018,CSSC,12,591,ChemSusChem,1864-564X,hybrid oa
2018,CTA,1,147,International Journal of Circuit Theory & Applications,1097-007X,hybrid oa
2018,CTR,3,290,Clinical Transplantation,1399-0012,hybrid oa
2018,CUP,1,199,Journal of Cutaneous Pathology,1600-0560,hybrid oa
2018,CURA,2,49,Curator: The Museum Journal,2151-6952,hybrid oa
2018,CURJ,5,38,The Curriculum Journal,1469-3704,hybrid oa
2018,CXO,4,114,Clinical and Experimental Optometry,1444-0938,hybrid oa
2018,CYT,1,142,Cytopathology,1365-2303,hybrid oa
2018,CYTB,18,250,Cytometry Part A,1552-4930,hybrid oa
2018,CYTO,5,84,Cytometry Part B: Clinical Cytometry,1552-4957,hybrid oa
2018,DA,12,150,Depression and Anxiety,1520-6394,hybrid oa
2018,DAC,1,295,International Journal of Communication Systems,1099-1131,hybrid oa
2018,DAR,14,148,Drug and Alcohol Review,1465-3362,hybrid oa
2018,DC,4,234,Diagnostic Cytopathology,1097-0339,hybrid oa
2018,DDG,2,553,Journal der Deutschen Dermatologischen Gesellschaft,1610-0387,hybrid oa
2018,DECH,15,86,Development and Change,1467-7660,hybrid oa
2018,DEN,4,210,Digestive Endoscopy,1443-1661,hybrid oa
2018,DESC,15,137,Developmental Science,1467-7687,hybrid oa
2018,DEV,2,122,Developmental Psychobiology,1098-2302,hybrid oa
2018,DEWB,2,34,Developing World Bioethics,1471-8847,hybrid oa
2018,DGD,5,71,"Development, Growth & Differentiation",1440-169X,hybrid oa
2018,DISA,2,48,Disasters,1467-7717,hybrid oa
2018,DMCN,19,566,Developmental Medicine & Child Neurology,1469-8749,hybrid oa
2018,DME,27,380,Diabetic Medicine,1464-5491,hybrid oa
2018,DMRR,8,145,Diabetes/Metabolism Research and Reviews,1520-7560,hybrid oa
2018,DNEU,5,88,Developmental Neurobiology,1932-846X,hybrid oa
2018,DOM,114,440,"Diabetes, Obesity and Metabolism",1463-1326,hybrid oa
2018,DPR,4,75,Development Policy Review,1467-7679,hybrid oa
2018,DTA,1,189,Drug Testing and Analysis,1942-7611,hybrid oa
2018,DTH,6,214,Dermatologic Therapy,1529-8019,hybrid oa
2018,DVDY,5,81,Developmental Dynamics,1097-0177,hybrid oa
2018,DVG,2,80,Genesis: The Journal of Genetics and Development,1526-968X,hybrid oa
2018,DYS,6,29,Dyslexia,1099-0909,hybrid oa
2018,EAP,25,178,Ecological Applications,1939-5582,hybrid oa
2018,EAT,5,179,International Journal of Eating Disorders,1098-108X,hybrid oa
2018,ECAF,1,56,Economic Affairs,1468-0270,hybrid oa
2018,ECC,13,183,European Journal of Cancer Care,1365-2354,hybrid oa
2018,ECHO,6,339,Echocardiography,1540-8175,hybrid oa
2018,ECI,20,186,European Journal of Clinical Investigation,1365-2362,hybrid oa
2018,ECM,4,47,Ecological Monographs,1557-7015,hybrid oa
2018,ECO,8,129,Ecohydrology,1936-0592,hybrid oa
2018,ECOG,23,143,Ecography,1600-0587,hybrid oa
2018,ECOR,1,67,Economic Record,1475-4932,hybrid oa
2018,ECPO,1,19,Economics & Politics,1468-0343,hybrid oa
2018,ECY,23,365,Ecology,1939-9170,hybrid oa
2018,EDE,2,29,Evolution & Development,1525-142X,hybrid oa
2018,EEA,5,111,Entomologia Experimentalis et Applicata,1570-7458,hybrid oa
2018,EEN,7,113,Ecological Entomology,1365-2311,hybrid oa
2018,EET,4,40,Environmental Policy and Governance,1756-9338,hybrid oa
2018,EFF,1,72,Ecology of Freshwater Fish,1600-0633,hybrid oa
2018,EFP,2,78,Forest Pathology,1439-0329,hybrid oa
2018,EIP,5,137,Early Intervention in Psychiatry,1751-7893,hybrid oa
2018,EJE,2,86,European Journal of Dental Education,1600-0579,hybrid oa
2018,EJED,5,59,European Journal of Education,1465-3435,hybrid oa
2018,EJH,18,191,European Journal of Haematology,1600-0609,hybrid oa
2018,EJHF,19,261,European Journal of Heart Failure,1879-0844,hybrid oa
2018,EJI,27,291,European Journal of Immunology,1521-4141,hybrid oa
2018,EJIC,21,754,European Journal of Inorganic Chemistry,1099-0682,hybrid oa
2018,EJLT,3,211,European Journal of Lipid Science and Technology,1438-9312,hybrid oa
2018,EJN,54,452,European Journal of Neuroscience,1460-9568,hybrid oa
2018,EJOC,19,1051,European Journal of Organic Chemistry,1099-0690,hybrid oa
2018,EJOP,8,106,European Journal of Philosophy,1468-0378,hybrid oa
2018,EJP,16,175,European Journal of Pain,1532-2149,hybrid oa
2018,EJPR,9,52,European Journal of Political Research,1475-6765,hybrid oa
2018,EJSP,6,109,European Journal of Social Psychology,1099-0992,hybrid oa
2018,EJSS,7,133,European Journal of Soil Science,1365-2389,hybrid oa
2018,ELE,30,202,Ecology Letters,1461-0248,hybrid oa
2018,ELPS,10,456,ELECTROPHORESIS,1522-2683,hybrid oa
2018,EM,8,93,Environmental and Molecular Mutagenesis,1098-2280,hybrid oa
2018,EMBJ,94,272,The EMBO Journal,1460-2075,hybrid oa
2018,EMBR,47,228,EMBO Reports,1469-3178,hybrid oa
2018,EMED,1,66,Early Medieval Europe,1468-0254,hybrid oa
2018,EMI,47,358,Environmental Microbiology,1462-2920,hybrid oa
2018,EMI4,14,115,Environmental Microbiology Reports,1758-2229,hybrid oa
2018,EMM,2,202,Emergency Medicine Australasia,1742-6723,hybrid oa
2018,EMRE,4,76,European Management Review,1740-4762,hybrid oa
2018,ENE,22,323,European Journal of Neurology,1468-1331,hybrid oa
2018,ENS,2,45,Entomological Science,1479-8298,hybrid oa
2018,ENTE,8,260,Energy Technology,2194-4296,hybrid oa
2018,ENV,1,65,Environmetrics,1099-095X,hybrid oa
2018,EOS,7,98,European Journal of Oral Sciences,1600-0722,hybrid oa
2018,EPA2,1,24,European Policy Analysis,2380-6567,hybrid oa
2018,EPDY,4,40,European Journal of Political Research Political Data Yearbook,2047-8852,hybrid oa
2018,EPH,4,192,Experimental Physiology,1469-445X,hybrid oa
2018,EPI,44,327,Epilepsia,1528-1167,hybrid oa
2018,EPP,2,87,EPPO Bulletin,1365-2338,hybrid oa
2018,EQE,4,135,Earthquake Engineering & Structural Dynamics,1096-9845,hybrid oa
2018,ER,3,382,International Journal of Energy Research,1099-114X,hybrid oa
2018,ERE,12,101,Ecological Research,1440-1703,hybrid oa
2018,ERV,1,85,European Eating Disorders Review,1099-0968,hybrid oa
2018,ESP,26,257,Earth Surface Processes and Landforms,1096-9837,hybrid oa
2018,ETC,16,277,Environmental Toxicology and Chemistry,1552-8618,hybrid oa
2018,ETEP,3,299,International Transactions on Electrical Energy Systems,2050-7038,hybrid oa
2018,ETH,4,116,Ethology,1439-0310,hybrid oa
2018,ETHO,3,34,Ethos,1548-1352,hybrid oa
2018,ETT,3,185,Transactions on Emerging Telecommunications Technologies,2161-3915,hybrid oa
2018,EUCH,1,30,EuroChoices,1746-692X,hybrid oa
2018,EUFM,1,45,European Financial Management,1468-036X,hybrid oa
2018,EULJ,3,38,European Law Journal,1468-0386,hybrid oa
2018,EVAN,1,58,Evolutionary Anthropology,1520-6505,hybrid oa
2018,EVE,8,157,Equine Veterinary Education,2042-3292,hybrid oa
2018,EVJ,12,229,Equine Veterinary Journal,2042-3306,hybrid oa
2018,EVO,28,256,Evolution,1558-5646,hybrid oa
2018,EXD,16,253,Experimental Dermatology,1600-0625,hybrid oa
2018,FAAM,3,36,Financial Accountability & Management,1468-0408,hybrid oa
2018,FAF,20,82,Fish and Fisheries,1467-2979,hybrid oa
2018,FAM,3,91,Fire and Materials,1099-1018,hybrid oa
2018,FCRE,1,73,Family Court Review,1744-1617,hybrid oa
2018,FEB2,42,371,FEBS Letters,1873-3468,hybrid oa
2018,FEBS,37,362,The FEBS Journal,1742-4658,hybrid oa
2018,FEC,23,225,Functional Ecology,1365-2435,hybrid oa
2018,FFE,5,201,Fatigue & Fracture of Engineering Materials & Structures,1460-2695,hybrid oa
2018,FFJ,2,52,Flavour and Fragrance Journal,1099-1026,hybrid oa
2018,FISC,7,29,Fiscal Studies,1475-5890,hybrid oa
2018,FLD,3,115,International Journal for Numerical Methods in Fluids,1097-0363,hybrid oa
2018,FME,1,63,Fisheries Management and Ecology,1365-2400,hybrid oa
2018,FOG,3,63,Fisheries Oceanography,1365-2419,hybrid oa
2018,FOR,4,61,Journal of Forecasting,1099-131X,hybrid oa
2018,FSH,1,159,Fisheries,1548-8446,hybrid oa
2018,FUCE,3,99,Fuel Cells,1615-6854,hybrid oa
2018,FUT,1,91,The Journal of Futures Markets,1096-9934,hybrid oa
2018,FWB,7,168,Freshwater Biology,1365-2427,hybrid oa
2018,GBB,5,101,"Genes, Brain and Behavior",1601-183X,hybrid oa
2018,GBC,18,119,Global Biogeochemical Cycles,1944-9224,hybrid oa
2018,GBI,8,59,Geobiology,1472-4669,hybrid oa
2018,GCB,50,417,Global Change Biology,1365-2486,hybrid oa
2018,GCC,6,93,"Genes, Chromosomes and Cancer",1098-2264,hybrid oa
2018,GEA,4,47,Geoarchaeology,1520-6548,hybrid oa
2018,GEAN,1,32,Geographical Analysis,1538-4632,hybrid oa
2018,GEB,15,152,Global Ecology and Biogeography,1466-8238,hybrid oa
2018,GEC3,7,61,Geography Compass (Electronic),1749-8198,hybrid oa
2018,GEND,2,78,Gender & History,1468-0424,hybrid oa
2018,GEOJ,6,45,The Geographical Journal,1475-4959,hybrid oa
2018,GEOR,2,53,Geographical Research,1745-5871,hybrid oa
2018,GEPI,8,71,Genetic Epidemiology,1098-2272,hybrid oa
2018,GER,5,70,Gerodontology,1741-2358,hybrid oa
2018,GFS,2,56,Grass and Forage Science,1365-2494,hybrid oa
2018,GGGE,52,284,"Geochemistry, Geophysics, Geosystems",1525-2027,hybrid oa
2018,GGI,17,256,Geriatrics & Gerontology International,1447-0594,hybrid oa
2018,GGR,2,48,Geostandards & Geoanalytical Research,1751-908X,hybrid oa
2018,GHG,1,80,Greenhouse Gases: Science and Technology,2152-3878,hybrid oa
2018,GJ,4,300,Geological Journal,1099-1034,hybrid oa
2018,GLAL,1,34,German Life and Letters,1468-0483,hybrid oa
2018,GLIA,25,182,Glia,1098-1136,hybrid oa
2018,GLOB,5,34,Global Networks,1471-0374,hybrid oa
2018,GOVE,5,53,Governance,1468-0491,hybrid oa
2018,GPOL,7,97,Global Policy,1758-5899,hybrid oa
2018,GPR,4,134,Geophysical Prospecting,1365-2478,hybrid oa
2018,GPS,26,219,International Journal of Geriatric Psychiatry,1099-1166,hybrid oa
2018,GRL,297,1506,Geophysical Research Letters,1944-8007,hybrid oa
2018,GSJ,1,47,Global Strategy Journal,2042-5805,hybrid oa
2018,GTC,10,107,Genes to Cells,1365-2443,hybrid oa
2018,GWAO,4,97,"Gender, Work & Organisation",1468-0432,hybrid oa
2018,GWAT,11,108,Groundwater,1745-6584,hybrid oa
2018,GWMR,4,59,Groundwater Monitoring & Remediation,1745-6592,hybrid oa
2018,HAE,31,267,Haemophilia,1365-2516,hybrid oa
2018,HDI,2,79,Hemodialysis International,1542-4758,hybrid oa
2018,HEAD,7,220,Headache: The Journal of Head and Face Pain,1526-4610,hybrid oa
2018,HEC,18,131,Health Economics,1099-1050,hybrid oa
2018,HED,14,405,Head & Neck,1097-0347,hybrid oa
2018,HEL,7,100,Helicobacter,1523-5378,hybrid oa
2018,HEP,46,628,Hepatology,1527-3350,hybrid oa
2018,HEPR,7,136,Hepatology Research,1872-034X,hybrid oa
2018,HEQU,1,40,Higher Education Quarterly,1468-2273,hybrid oa
2018,HER,1,167,The Economic History Review,1468-0289,hybrid oa
2018,HESR,22,182,Health Services Research,1475-6773,hybrid oa
2018,HEYJ,1,290,The Heythrop Journal,1468-2265,hybrid oa
2018,HIPO,15,139,Hippocampus,1098-1063,hybrid oa
2018,HIR,4,41,Health Information and Libraries Journal,1471-1842,hybrid oa
2018,HIS,15,244,Histopathology,1365-2559,hybrid oa
2018,HIST,4,198,History,1468-229X,hybrid oa
2018,HIV,12,121,HIV Medicine,1468-1293,hybrid oa
2018,HLCA,6,70,Helvetica Chimica Acta,1522-2675,hybrid oa
2018,HOJO,3,58,The Howard Journal of Crime and Justice,2059-1101,hybrid oa
2018,HON,6,78,Hematological Oncology,1099-1069,hybrid oa
2018,HPJA,5,114,Health Promotion Journal of Australia,2201-1617,hybrid oa
2018,HPM,25,238,The International Journal of Health Planning and Management,1099-1751,hybrid oa
2018,HRM,1,54,Human Resource Management,1099-050X,hybrid oa
2018,HRMJ,5,48,Human Resource Management Journal,1748-8583,hybrid oa
2018,HSC,15,176,Health and Social Care in the Community,1365-2524,hybrid oa
2018,HUMU,27,214,Human Mutation,1098-1004,hybrid oa
2018,HUP,3,39,Human Psychopharmacology: Clinical and Experimental,1099-1077,hybrid oa
2018,HYP,26,352,Hydrological Processes,1099-1085,hybrid oa
2018,IAR,3,52,Island Arc,1440-1738,hybrid oa
2018,IBI,8,133,Ibis,1474-919X,hybrid oa
2018,ICAD,3,51,Insect Conservation and Diversity,1752-4598,hybrid oa
2018,ICD,1,44,Infant and Child Development,1522-7219,hybrid oa
2018,ICS,7,64,International Journal of Cosmetic Science,1468-2494,hybrid oa
2018,IDH,8,48,International Journal of Dental Hygiene,1601-5037,hybrid oa
2018,IDJ,1,90,International Dental Journal,1875-595X,hybrid oa
2018,IEAM,13,108,Integrated Environmental Assessment and Management,1551-3793,hybrid oa
2018,IEJ,1,160,International Endodontic Journal,1365-2591,hybrid oa
2018,IERE,7,118,International Economic Review,1468-2354,hybrid oa
2018,IIR,3,33,International Insolvency Review,1099-1107,hybrid oa
2018,IJAC,3,204,International Journal of Applied Ceramic Technology,1744-7402,hybrid oa
2018,IJAL,1,49,International Journal of Applied Linguistics,1473-4192,hybrid oa
2018,IJAU,1,40,International Journal of Auditing,1099-1123,hybrid oa
2018,IJC,97,662,International Journal of Cancer,1097-0215,hybrid oa
2018,IJCP,9,148,International Journal of Clinical Practice,1742-1241,hybrid oa
2018,IJD,3,501,International Journal of Dermatology,1365-4632,hybrid oa
2018,IJFE,6,116,International Journal of Finance & Economics,1099-1158,hybrid oa
2018,IJFS,10,355,International Journal of Food Science & Technology,1365-2621,hybrid oa
2018,IJGO,57,323,International Journal of Gynecology &Obstetrics,1879-3479,hybrid oa
2018,IJI,1,53,International Journal of Immunogenetics,1744-313X,hybrid oa
2018,IJLH,7,185,International Journal of Laboratory Hematology,1751-553X,hybrid oa
2018,IJMR,1,26,International Journal of Management Reviews,1468-2370,hybrid oa
2018,IJNA,3,56,International Journal of Nautical Archaeology,1095-9270,hybrid oa
2018,IJOP,3,91,International Journal of Psychology,1464-066X,hybrid oa
2018,IJPO,7,105,Pediatric Obesity,2047-6310,hybrid oa
2018,IJPP,4,77,International Journal of Pharmacy Practice,2042-7174,hybrid oa
2018,IJSW,2,60,International Journal of Social Welfare,1468-2397,hybrid oa
2018,IJTD,1,26,International Journal of Training and Development,1468-2419,hybrid oa
2018,IJU,10,289,International Journal of Urology,1442-2042,hybrid oa
2018,IJUR,9,142,International Journal of Urban and Regional Research,1468-2427,hybrid oa
2018,IMB,5,84,Insect Molecular Biology,1365-2583,hybrid oa
2018,IMCB,20,120,Immunology & Cell Biology,1440-1711,hybrid oa
2018,IMHJ,5,67,Infant Mental Health Journal,1097-0355,hybrid oa
2018,IMIG,11,114,International Migration,1468-2435,hybrid oa
2018,IMJ,7,503,Internal Medicine Journal,1445-5994,hybrid oa
2018,IMM,20,157,Immunology,1365-2567,hybrid oa
2018,IMR,13,102,Immunological Reviews,1600-065X,hybrid oa
2018,INA,3,83,Indoor Air,1600-0668,hybrid oa
2018,INM,7,135,International Journal of Mental Health Nursing,1447-0349,hybrid oa
2018,INR,2,70,International Nursing Review,1466-7657,hybrid oa
2018,INS,14,99,Insect Science,1744-7917,hybrid oa
2018,INSR,1,65,International Statistical Review,1751-5823,hybrid oa
2018,INT,1,123,International Journal of Intelligent Systems,1098-111X,hybrid oa
2018,INZ2,6,63,Integrative Zoology,1749-4877,hybrid oa
2018,IREL,1,24,Industrial Relations,1468-232X,hybrid oa
2018,IRFI,3,80,International Review of Finance,1468-2443,hybrid oa
2018,IROM,1,51,International Review of Mission,1758-6631,hybrid oa
2018,ISAF,1,19,"Intelligent Systems in Accounting, Finance and Management",1099-1174,hybrid oa
2018,ISD2,2,53,The Electronic Journal of Information Systems in Developing Countries,1681-4835,hybrid oa
2018,ISJ,1,58,Information Systems Journal,1365-2575,hybrid oa
2018,ISSR,1,34,International Social Security Review,1468-246X,hybrid oa
2018,ITL2,2,61,Internet Technology Letters,2476-1508,hybrid oa
2018,IUB,12,189,IUBMB Life,1521-6551,hybrid oa
2018,IWJ,11,182,International Wound Journal,1742-481X,hybrid oa
2018,IZY,1,26,International Zoo Yearbook,1748-1090,hybrid oa
2018,JAAL,1,108,Journal of Adolescent & Adult Literacy,1936-2706,hybrid oa
2018,JABA,2,105,Journal of Applied Behavior Analysis,1938-3703,hybrid oa
2018,JABR,1,42,Journal of Applied Biobehavioral Research,1751-9861,hybrid oa
2018,JAC,2,67,Journal of Agronomy and Crop Science,1439-037X,hybrid oa
2018,JACE,8,759,Journal of the American Ceramic Society,1551-2916,hybrid oa
2018,JAE,5,71,Journal of Applied Econometrics,1099-1255,hybrid oa
2018,JAGE,4,55,Journal of Agricultural Economics,1477-9552,hybrid oa
2018,JAI,2,257,Journal of Applied Ichthyology,1439-0426,hybrid oa
2018,JAM,10,351,Journal of Applied Microbiology,1365-2672,hybrid oa
2018,JAN,16,286,Journal of Advanced Nursing,1365-2648,hybrid oa
2018,JANE,20,136,Journal of Animal Ecology,1365-2656,hybrid oa
2018,JAPP,1,55,Journal of Applied Philosophy,1468-5930,hybrid oa
2018,JAR,16,123,Journal of Applied Research in Intellectual Disabilities,1468-3148,hybrid oa
2018,JASP,6,71,Journal of Applied Social Psychology,1559-1816,hybrid oa
2018,JAT,6,156,Journal of Applied Toxicology,1099-1263,hybrid oa
2018,JAV,3,120,Journal of Avian Biology,1600-048X,hybrid oa
2018,JAWR,7,99,Journal of the American Water Resources Association,1752-1688,hybrid oa
2018,JBG,5,68,Journal of Animal Breeding and Genetics,1439-0388,hybrid oa
2018,JBI,10,230,Journal of Biogeography,1365-2699,hybrid oa
2018,JBIO,18,341,Journal of Biophotonics,1864-0648,hybrid oa
2018,JBM,9,283,Journal of Biomedical Materials Research Part A,1552-4965,hybrid oa
2018,JBMB,13,238,Journal of Biomedical Materials Research Part B: Applied Biomaterials,1552-4981,hybrid oa
2018,JBMR,34,284,Journal of Bone and Mineral Research,1523-4681,hybrid oa
2018,JBT,1,156,Journal of Biochemical and Molecular Toxicology,1099-0461,hybrid oa
2018,JCAL,13,113,Journal of Computer Assisted Learning,1365-2729,hybrid oa
2018,JCB,31,1610,Journal of Cellular Biochemistry,1097-4644,hybrid oa
2018,JCC,7,348,Journal of Computational Chemistry,1096-987X,hybrid oa
2018,JCCM,5,38,Journal of Contingencies and Crisis Management,1468-5973,hybrid oa
2018,JCD,1,42,Journal of Combinatorial Designs,1520-6610,hybrid oa
2018,JCE,6,297,Journal of Cardiovascular Electrophysiology,1540-8167,hybrid oa
2018,JCH,4,316,The Journal of Clinical Hypertension,1751-7176,hybrid oa
2018,JCLP,4,164,Journal of Clinical Psychology,1097-4679,hybrid oa
2018,JCMS,13,125,JCMS: Journal of Common Market Studies,1468-5965,hybrid oa
2018,JCOP,5,108,Journal of Community Psychology,1520-6629,hybrid oa
2018,JCP,50,1566,Journal of Cellular Physiology,1097-4652,hybrid oa
2018,JCPE,6,1696,Journal of Clinical Periodontology,1600-051X,hybrid oa
2018,JCPH,29,208,Journal of Clinical Pharmacology,1552-4604,hybrid oa
2018,JCPT,5,130,Journal of Clinical Pharmacy and Therapeutics,1365-2710,hybrid oa
2018,JCPY,4,55,Journal of Consumer Psychology,1532-7663,hybrid oa
2018,JCR,38,201,Journal of Applied Crystallography,1600-5767,hybrid oa
2018,JCTB,14,374,Journal of Chemical Technology and Biotechnology,1097-4660,hybrid oa
2018,JCU,1,96,Journal of Clinical Ultrasound,1097-0096,hybrid oa
2018,JDB,8,158,Journal of Diabetes,1753-0407,hybrid oa
2018,JDE,21,455,The Journal of Dermatology,1346-8138,hybrid oa
2018,JDN,3,94,International Journal of Developmental Neuroscience,1873-474X,hybrid oa
2018,JDV,31,597,Journal of the European Academy of Dermatology and Venereology,1468-3083,hybrid oa
2018,JEB,19,178,Journal of Evolutionary Biology,1420-9101,hybrid oa
2018,JEBM,4,51,Journal of Evidence-Based Medicine,1756-5391,hybrid oa
2018,JEC,18,209,Journal of Ecology,1365-2745,hybrid oa
2018,JECS,1,118,Journal For Eighteenth-Century Studies,1754-0208,hybrid oa
2018,JEMS,3,60,Journal of Economics & Management Strategy,1530-9134,hybrid oa
2018,JEMT,1,205,Microscopy Research and Technique,1097-0029,hybrid oa
2018,JEN,7,120,Journal of Applied Entomology,1439-0418,hybrid oa
2018,JEP,23,224,Journal of Evaluation in Clinical Practice,1365-2753,hybrid oa
2018,JERD,1,92,Journal of Esthetic and Restorative Dentistry,1708-8240,hybrid oa
2018,JEZ.B,3,55,Journal of Experimental Zoology Part B Molecular and Developmental Evolution,1552-5015,hybrid oa
2018,JFB,3,331,Journal of Fish Biology,1095-8649,hybrid oa
2018,JFBC,1,255,Journal of Food Biochemistry,1745-4514,hybrid oa
2018,JFCJ,1,23,Juvenile and Family Court Journal,1755-6988,hybrid oa
2018,JFD,10,165,Journal of Fish Diseases,1365-2761,hybrid oa
2018,JFDS,6,394,Journal of Food Science,1750-3841,hybrid oa
2018,JFO,5,260,Journal of Forensic Sciences,1556-4029,hybrid oa
2018,JFPE,1,210,Journal of Food Process Engineering,1745-4530,hybrid oa
2018,JFS,3,187,Journal of Food Safety,1745-4565,hybrid oa
2018,JGC4,13,109,Journal of Genetic Counseling,1573-3599,hybrid oa
2018,JGH,11,491,Journal of Gastroenterology and Hepatology,1440-1746,hybrid oa
2018,JGM,2,59,The Journal of Gene Medicine,1521-2254,hybrid oa
2018,JGRA,94,702,Journal of Geophysical Research: Space Physics,2169-9402,hybrid oa
2018,JGRB,64,608,Journal of Geophysical Research: Solid Earth,2169-9356,hybrid oa
2018,JGRC,80,531,Journal of Geophysical Research: Oceans,2169-9291,hybrid oa
2018,JGRD,102,822,Journal of Geophysical Research: Atmospheres,2169-8996,hybrid oa
2018,JGRE,27,190,Journal of Geophysical Research: Planets,2169-9100,hybrid oa
2018,JGRF,33,180,Journal of Geophysical Research: Earth Surface,2169-9011,hybrid oa
2018,JGRG,25,249,Journal of Geophysical Research: Biogeosciences,2169-8961,hybrid oa
2018,JGS,17,507,Journal of American Geriatrics Society,1532-5415,hybrid oa
2018,JGT,2,102,Journal of Graph Theory,1097-0118,hybrid oa
2018,JHBS,1,60,Journal of the History of the Behavioral Sciences,1520-6696,hybrid oa
2018,JHET,1,364,Journal of Heterocyclic Chemistry,1943-5193,hybrid oa
2018,JHN,3,83,Journal of Human Nutrition and Dietetics,1365-277X,hybrid oa
2018,JIB,3,79,Journal of the Institute of Brewing,2050-0416,hybrid oa
2018,JID,10,67,Journal of International Development,1099-1328,hybrid oa
2018,JIEC,19,106,Journal of Industrial Ecology,1530-9290,hybrid oa
2018,JIMD,41,116,Journal of Inherited Metabolic Disease,1573-2665,hybrid oa
2018,JIP,2,25,Journal of Investigative Psychology and Offender Profiling,1544-4767,hybrid oa
2018,JIPB,13,127,Journal of Integrative Plant Biology,1744-7909,hybrid oa
2018,JIR,12,119,Journal of Intellectual Disability Research,1365-2788,hybrid oa
2018,JLB,28,254,Journal of Leukocyte Biology,1938-3673,hybrid oa
2018,JLCA,2,65,Journal of Latin American & Caribbean Anthropology,1935-4940,hybrid oa
2018,JLCD,7,85,International Journal of Language & CommunicationDisorders,1460-6984,hybrid oa
2018,JLCR,4,123,Journal of Labelled Compounds and Radiopharmaceuticals,1099-1344,hybrid oa
2018,JLMS,2,107,Journal of the London Mathematical Society,1469-7750,hybrid oa
2018,JMCB,7,133,"Journal of Money, Credit and Banking",1538-4616,hybrid oa
2018,JMFT,1,75,Journal of Marital and Family Therapy,1752-0606,hybrid oa
2018,JMG,3,71,Journal of Metamorphic Geology,1525-1314,hybrid oa
2018,JMI,11,103,Journal of Microscopy,1365-2818,hybrid oa
2018,JMOR,2,135,Journal of Morphology,1097-4687,hybrid oa
2018,JMP,1,67,Journal of Medical Primatology,1600-0684,hybrid oa
2018,JMR,1,78,Journal of Molecular Recognition,1099-1352,hybrid oa
2018,JMRI,25,384,Journal of Magnetic Resonance Imaging,1522-2586,hybrid oa
2018,JMS,3,150,Journal of Mass Spectrometry,1096-9888,hybrid oa
2018,JMV,13,284,Journal of Medical Virology,1096-9071,hybrid oa
2018,JMWH,4,134,Journal of Midwifery & Women's Health,1542-2011,hybrid oa
2018,JNC,17,266,Journal of Neurochemistry,1471-4159,hybrid oa
2018,JNE,7,124,Journal of Neuroendocrinology,1365-2826,hybrid oa
2018,JNP,5,33,Journal of Neuropsychology,1748-6653,hybrid oa
2018,JNR,7,166,Journal of Neuroscience Research,1097-4547,hybrid oa
2018,JNS,6,49,Journal of the Peripheral Nervous System,1529-8027,hybrid oa
2018,JNU,2,86,Journal of Nursing Scholarship,1547-5069,hybrid oa
2018,JOA,19,163,Journal of Anatomy,1469-7580,hybrid oa
2018,JOAC,1,54,Journal of Agrarian Change,1471-0366,hybrid oa
2018,JOB,2,83,Journal of Organizational Behavior,1099-1379,hybrid oa
2018,JOBM,3,131,Journal of Basic Microbiology,1521-4028,hybrid oa
2018,JOC,40,465,International Journal of Climatology,1097-0088,hybrid oa
2018,JOCA,1,62,Journal of Consumer Affairs,1745-6606,hybrid oa
2018,JOCB,5,65,The Journal of Creative Behavior,2162-6057,hybrid oa
2018,JOCD,16,267,Journal of Cosmetic Dermatology,1473-2165,hybrid oa
2018,JOCN,23,527,Journal of Clinical Nursing,1365-2702,hybrid oa
2018,JOCS,4,230,Journal of Cardiac Surgery,1540-8191,hybrid oa
2018,JOES,1,53,Journal of Economic Surveys,1467-6419,hybrid oa
2018,JOIM,16,146,Journal of Internal Medicine,1365-2796,hybrid oa
2018,JOLS,4,61,Journal of Law and Society,1467-6478,hybrid oa
2018,JOMF,9,99,Journal of Marriage and Family,1741-3737,hybrid oa
2018,JOMS,7,83,Journal of Management Studies,1467-6486,hybrid oa
2018,JON,6,98,Journal of Neuroimaging,1552-6569,hybrid oa
